CHORD_ROOT;CHORD_TYPE;CHORD_STRUCTURE;FINGER_POSITIONS;NOTE_NAMES
A;9(#11);"1;3;5;b7;9;#11";2,x,3,1,1,x;A,G,B,D#
A;m7;"1;b3;5;b7";x,0,2,0,1,0;A,E,G,C,E
A;m7;"1;b3;5;b7";1,3,1,1,4,1;A,E,G,C,G,A
A;m7;"1;b3;5;b7";x,0,1,4,2,3;A,A,E,G,C
A;m7;"1;b3;5;b7";1,3,1,1,1,1;A,E,G,C,E,A
A;m7;"1;b3;5;b7";x,0,2,3,1,4;A,E,A,C,G
A;m7;"1;b3;5;b7";2,x,3,3,x,x;A,G,C
A;m7;"1;b3;5;b7";2,x,3,3,3,x;A,G,C,E
A;m7;"1;b3;5;b7";x,0,2,0,1,4;A,E,G,C,G
A;m7;"1;b3;5;b7";x,2,1,3,4,x;A,C,G,C
A;m7;"1;b3;5;b7";x,2,1,3,x,x;A,C,G
A;m7;"1;b3;5;b7";x,0,x,0,1,x;A,G,C
A;m7;"1;b3;5;b7";x,0,2,0,1,x;A,E,G,C
A;m7;"1;b3;5;b7";x,0,1,1,1,1;A,G,C,E,A
A;m7;"1;b3;5;b7";x,1,x,x,2,4;A,C,G
A;m7;"1;b3;5;b7";3,x,2,0,1,0;G,E,G,C,E
A;m7;"1;b3;5;b7";x,0,3,3,x,x;A,G,C
A;m7;"1;b3;5;b7";2,x,1,3,2,x;C,A,E,G
A;m7;"1;b3;5;b7";x,1,3,3,3,3;C,G,C,E,A
A;m7;"1;b3;5;b7";x,x,2,3,1,4;E,A,C,G
A;m7;"1;b3;5;b7";4,x,2,3,1,0;G,E,A,C,E
A;dim;"1;b3;b5";x,0,1,2,3,x;A,Eb,A,C
A;dim;"1;b3;b5";x,0,4,3,1,2;A,A,C,Eb,A
A;dim;"1;b3;b5";x,0,1,2,4,3;A,A,Eb,A,C
A;dim;"1;b3;b5";x,0,1,3,x,x;A,Eb,A
A;6;"1;3;5;6";x,0,1,1,1,1;A,E,A,C#,F#
A;6;"1;3;5;6";1,x,3,2,4,1;A,A,C#,F#,A
A;6;"1;3;5;6";x,0,2,3,1,0;A,C#,F#,A,E
A;6;"1;3;5;6";x,0,4,1,2,0;A,F#,A,C#,E
A;6;"1;3;5;6";x,x,1,1,1,1;E,A,C#,F#
A;6;"1;3;5;6";x,1,x,2,3,0;F#,E,A,E
A;6;"1;3;5;6";2,x,1,4,3,x;A,F#,C#,E
A;6;"1;3;5;6";x,0,3,x,x,x;A,F#
A;6;"1;3;5;6";x,x,3,2,4,0;A,C#,F#,E
A;6;"1;3;5;6";x,x,x,1,1,1;A,C#,F#
A;6;"1;3;5;6";x,x,3,2,4,1;A,C#,F#,A
A;6;"1;3;5;6";x,0,x,2,4,1;A,C#,F#,A
A;6;"1;3;5;6";1,4,x,x,x,x;A,F#
A;6;"1;3;5;6";0,0,1,1,1,1;E,A,E,A,C#,F#
A;6;"1;3;5;6";x,x,x,2,4,1;C#,F#,A
A;7(#5);"1;3;#5;b7";x,0,3,0,2,1;A,E#,G,C#,E#
A;7(#5);"1;3;#5;b7";1,x,1,2,3,1;A,G,C#,E#,A
A;7(#5);"1;3;#5;b7";x,1,2,1,1,x;G,C#,E#,A
A;7(#5);"1;3;#5;b7";1,x,2,3,4,x;A,G,C#,E#
A;7sus4;"1;4;5;b7";x,0,1,0,3,0;A,E,G,D,E
A;7sus4;"1;4;5;b7";1,3,1,4,1,1;A,E,G,D,E,A
A;7sus4;"1;4;5;b7";x,0,1,1,2,4;A,A,D,G,D
A;maj7;"1;3;5;7";x,0,2,1,3,0;A,E,G#,C#,E
A;maj7;"1;3;5;7";x,0,4,3,2,1;A,A,C#,E,G#
A;maj7;"1;3;5;7";x,4,3,1,1,1;A,C#,E,G#,C#
A;maj7;"1;3;5;7";1,x,3,4,2,x;A,G#,C#,E
A;maj7;"1;3;5;7";x,3,4,1,2,0;G#,C#,E,A,E
A;maj7;"1;3;5;7";x,x,x,1,1,3;A,C#,G#
A;5;"1;5";1,3,x,x,x,x;A,E
A;5;"1;5";x,1,1,x,x,x;E,A
A;5;"1;5";x,0,1,1,x,x;A,E,A
A;5;"1;5";x,0,1,x,x,x;A,E
A;5;"1;5";x,0,1,1,4,x;A,E,A,E
A;5;"1;5";4,x,1,1,x,x;A,E,A
A;5;"1;5";x,1,3,x,x,x;A,E
A;5;"1;5";1,3,4,x,x,x;A,E,A
A;5;"1;5";x,0,1,3,4,x;A,A,E,A
A;5;"1;5";x,x,1,3,x,x;A,E
A;5;"1;5";x,1,3,4,x,x;A,E,A
A;5;"1;5";x,x,1,3,4,x;A,E,A
A;5;"1;5";x,0,1,1,4,4;A,E,A,E,A
A;5;"1;5";x,x,x,1,4,x;A,E
A;7(#11);"1;3;5;b7;#11";2,x,3,4,1,x;A,G,C#,D#
A;13(#9);"1;3;5;b7;#9;11;13";x,x,1,2,3,4;G,C#,F#,B#
A;m6;"1;b3;5;6";x,0,2,3,1,4;A,E,A,C,F#
A;m6;"1;b3;5;6";1,x,3,1,4,1;A,A,C,F#,A
A;m6;"1;b3;5;6";x,0,1,3,2,0;A,C,F#,A,E
A;m6;"1;b3;5;6";2,x,1,3,3,3;A,F#,C,E,A
A;7(b9);"1;3;5;b7;b9";3,2,4,1,x,x;A,C#,G,Bb
A;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;A,G,C#,E,Bb
A;7(b9);"1;3;5;b7;b9";x,0,1,3,2,x;A,C#,G,Bb
A;m9;"1;b3;5;b7;9";x,0,2,4,1,3;A,E,B,C,G
A;m9;"1;b3;5;b7;9";x,0,1,1,1,3;A,G,C,E,B
A;m9;"1;b3;5;b7;9";x,2,1,3,4,0;A,C,G,B,E
A;m9;"1;b3;5;b7;9";x,x,2,1,4,3;A,C,G,B
A;m9;"1;b3;5;b7;9";x,2,1,3,4,x;A,C,G,B
A;m9;"1;b3;5;b7;9";x,0,3,4,0,0;A,G,C,B,E
A;m9;"1;b3;5;b7;9";x,0,2,0,0,0;A,E,G,B,E
A;m9;"1;b3;5;b7;9";4,2,1,0,0,x;A,C,E,G,B
A;m9;"1;b3;5;b7;9";x,0,1,1,4,3;A,G,C,G,B
A;m9;"1;b3;5;b7;9";1,3,1,1,1,4;A,E,G,C,E,B
A;13(b9);"1;3;5;b7;b9;11;13";x,x,1,2,4,3;G,C#,F#,Bb
A;sus4;"1;4;5";x,0,1,1,2,0;A,E,A,D,E
A;sus4;"1;4;5";x,0,3,4,1,1;A,A,D,E,A
A;sus4;"1;4;5";x,0,1,2,3,4;A,A,E,A,D
A;sus4;"1;4;5";x,0,1,1,2,x;A,E,A,D
A;6/9;"1;3;5;6;9";x,0,3,1,0,0;A,F#,A,B,E
A;6/9;"1;3;5;6;9";x,0,1,1,3,4;A,F#,B,E,A
A;6/9;"1;3;5;6;9";x,0,2,1,3,4;A,A,C#,F#,B
B;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;B,D#,A,C#,G#
B;13;"1;3;5;b7;9;11;13";4,x,3,2,1,1;B,A,C#,D#,G#
B;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;B,A,D#,G#,C#
B;13;"1;3;5;b7;9;11;13";1,3,1,2,4,1;B,F#,A,D#,G#,B
B;13;"1;3;5;b7;9;11;13";1,x,2,3,4,x;B,A,D#,G#
B;13;"1;3;5;b7;9;11;13";x,1,3,2,4,x;D#,A,C#,F#
B;13;"1;3;5;b7;9;11;13";x,x,1,2,3,1;A,D#,G#,B
B;13;"1;3;5;b7;9;11;13";1,4,1,2,1,1;B,G#,A,D#,F#,B
B;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;B,D#,A,C##
B;7(#9);"1;3;5;b7;#9";2,1,3,3,3,x;B,D#,A,C##,F#
B;7(#9);"1;3;5;b7;#9";1,3,1,2,1,4;B,F#,A,D#,F#,C##
B;7(#9);"1;3;5;b7;#9";x,1,x,2,3,x;B,A,C##
B;9;"1;3;5;b7;9";x,2,1,3,4,x;B,D#,A,C#
B;9;"1;3;5;b7;9";x,1,3,2,4,x;D#,A,C#,F#
B;9;"1;3;5;b7;9";x,x,2,1,3,4;A,C#,F#,B
B;9b5;"1;3;b5;b7;9";1,2,1,3,4,1;F,B,D#,A,C#,F
B;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;B,D#,A,C#,F,B
B;9b5;"1;3;b5;b7;9";x,x,1,2,3,1;B,F,A,C#
B;maj13;"1;3;5;7;9;11;13";x,1,1,1,2,1;D#,G#,C#,F#,A#
B;maj13;"1;3;5;7;9;11;13";1,1,3,2,1,4;F#,B,F#,A#,C#,G#
B;7;"1;3;5;b7";x,2,1,3,0,4;B,D#,A,B,F#
B;7;"1;3;5;b7";x,1,3,1,4,1;B,F#,A,D#,F#
B;7;"1;3;5;b7";1,3,1,2,4,1;B,F#,A,D#,A,B
B;7;"1;3;5;b7";x,1,3,3,3,4;B,F#,B,D#,A
B;7;"1;3;5;b7";1,3,1,2,1,1;B,F#,A,D#,F#,B
B;7;"1;3;5;b7";x,2,1,2,x,x;B,D#,A
B;7;"1;3;5;b7";x,2,1,3,0,4;B,D#,A,B,F#
B;7;"1;3;5;b7";x,3,2,4,1,x;B,D#,A,B
B;7;"1;3;5;b7";x,x,1,1,1,3;F#,B,D#,A
B;7;"1;3;5;b7";1,x,2,4,3,x;B,A,D#,F#
B;7;"1;3;5;b7";x,0,1,2,1,1;A,A,D#,F#,B
B;7;"1;3;5;b7";x,2,1,3,0,x;B,D#,A,B
B;7;"1;3;5;b7";2,0,1,3,0,4;F#,A,D#,A,B,F#
B;7;"1;3;5;b7";2,x,1,3,x,x;F#,D#,A
B;7;"1;3;5;b7";x,2,1,3,x,4;B,D#,A,F#
B;7;"1;3;5;b7";2,x,1,3,0,4;F#,D#,A,B,F#
B;7;"1;3;5;b7";x,0,1,1,1,3;A,F#,B,D#,A
B;7;"1;3;5;b7";1,x,2,3,x,x;B,A,D#
B;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;Ab,D,F,B
B;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;D,Ab,B,F
B;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;B,F,Ab,D
B;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;B,F,Ab,D
B;dim7;"1;b3;b5;bb7";x,x,1,2,1,3;Ab,D,F,B
B;dim7;"1;b3;b5;bb7";2,x,1,3,1,x;B,Ab,D,F
B;dim7;"1;b3;b5;bb7";x,x,0,3,0,4;D,Ab,B,F
B;aug;"1;3;#5";x,3,2,0,0,x;B,D#,F##,B
B;aug;"1;3;#5";4,3,2,0,x,x;F##,B,D#,F##
B;aug;"1;3;#5";x,x,4,2,3,1;D#,F##,B,D#
B;maj;"1;3;5";x,1,3,3,3,x;B,F#,B,D#
B;maj;"1;3;5";1,3,4,2,1,1;B,F#,B,D#,F#,B
B;maj;"1;3;5";x,x,1,2,4,3;B,F#,B,D#
B;13(#11);"1;3;5;b7;9;#11;13";3,x,4,2,1,1;B,A,C#,D#,G#
B;11;"1;3;5;b7;9;11";x,1,1,1,1,1;B,E,A,C#,F#
B;11;"1;3;5;b7;9;11";3,x,4,2,1,1;B,A,C#,E,A
B;11;"1;3;5;b7;9;11";x,x,1,1,2,1;B,E,A,C#
B;maj9;"1;3;5;7;9";x,2,1,4,3,x;B,D#,A#,C#
B;maj9;"1;3;5;7;9";2,1,4,1,x,x;B,D#,A#,C#
B;maj9;"1;3;5;7;9";x,x,4,1,2,1;B,C#,F#,A#
B;m11;"1;b3;5;b7;9;11";2,x,3,4,1,x;B,A,D,E
B;m11;"1;b3;5;b7;9;11";x,2,0,3,4,0;B,D,A,C#,E
B;m11;"1;b3;5;b7;9;11";x,x,4,3,1,x;A,C#,D
B;m11;"1;b3;5;b7;9;11";x,0,3,4,2,0;A,F#,B,D,E
B;m11;"1;b3;5;b7;9;11";x,1,x,3,4,0;B,A,C#,E
B;m11;"1;b3;5;b7;9;11";1,x,0,3,4,0;B,D,E,A,E
B;m11;"1;b3;5;b7;9;11";2,x,3,4,0,0;B,A,D,B,E
B;m7b5;"1;b3;b5;b7";x,2,0,3,4,1;B,D,A,D,F
B;m7b5;"1;b3;b5;b7";x,1,2,1,3,x;B,F,A,D
B;m7b5;"1;b3;b5;b7";2,x,3,4,1,x;B,A,D,F
B;m7b5;"1;b3;b5;b7";x,1,3,2,4,x;B,F,A,D
B;m;"1;b3;5";x,1,3,4,2,1;B,F#,B,D,F#
B;m;"1;b3;5";1,3,4,1,1,1;B,F#,B,D,F#,B
B;m;"1;b3;5";x,x,1,3,4,2;B,F#,B,D
B;m;"1;b3;5";x,x,3,4,2,1;F#,B,D,F#
B;m;"1;b3;5";x,1,3,4,2,x;B,F#,B,D
B;m;"1;b3;5";x,x,3,2,4,1;D,F#,B,D
B;m;"1;b3;5";x,1,3,4,2,1;B,F#,B,D,F#
B;m;"1;b3;5";x,3,4,1,1,1;F#,B,D,F#,B
B;m;"1;b3;5";x,x,3,1,1,1;B,D,F#,B
B;m;"1;b3;5";x,x,x,3,2,1;B,D,F#
B;m;"1;b3;5";2,x,0,3,x,x;B,D,D
B;m;"1;b3;5";x,1,0,x,x,x;B,D
B;m;"1;b3;5";1,x,3,1,1,x;B,B,D,F#
B;7b5;"1;3;b5;b7";x,1,2,1,3,x;B,F,A,D#
B;7b5;"1;3;b5;b7";x,x,2,4,1,3;A,D#,F,B
B;7b5;"1;3;b5;b7";x,x,1,2,3,4;B,F,A,D#
B;m7;"1;b3;5;b7";x,2,0,3,0,4;B,D,A,B,F#
B;m7;"1;b3;5;b7";x,1,3,1,2,1;B,F#,A,D,F#
B;m7;"1;b3;5;b7";1,3,1,1,4,1;B,F#,A,D,A,B
B;m7;"1;b3;5;b7";2,x,3,3,x,x;B,A,D
B;m7;"1;b3;5;b7";1,3,1,1,1,1;B,F#,A,D,F#,B
B;m7;"1;b3;5;b7";2,x,3,3,3,x;B,A,D,F#
B;m7;"1;b3;5;b7";x,2,0,3,4,x;B,D,A,D
B;m7;"1;b3;5;b7";x,2,x,3,4,x;B,A,D
B;m7;"1;b3;5;b7";x,x,1,3,2,2;B,F#,A,D
B;m7;"1;b3;5;b7";x,x,1,1,1,1;A,D,F#,B
B;m7;"1;b3;5;b7";2,x,1,4,3,x;D,B,F#,A
B;m7;"1;b3;5;b7";x,x,0,1,0,2;D,A,B,F#
B;m7;"1;b3;5;b7";x,x,2,3,1,4;F#,B,D,A
B;m7;"1;b3;5;b7";x,2,1,1,x,3;D,F#,B,A
B;m7;"1;b3;5;b7";x,4,1,2,0,x;F#,A,D,B
B;m7;"1;b3;5;b7";x,0,2,3,1,x;A,F#,B,D
B;m(maj7);"1;b3;5;7";x,1,3,4,2,x;A#,F#,B,D
B;dim;"1;b3;b5";x,1,2,4,3,x;B,F,B,D
B;dim;"1;b3;b5";x,x,4,3,1,2;B,D,F,B
B;dim;"1;b3;b5";x,x,1,2,4,3;B,F,B,D
B;dim;"1;b3;b5";x,x,x,3,2,1;B,D,F
B;dim;"1;b3;b5";x,4,2,1,x,x;B,D,F
B;6;"1;3;5;6";x,3,1,2,0,x;B,D#,G#,B
B;6;"1;3;5;6";x,1,3,3,3,3;B,F#,B,D#,G#
B;6;"1;3;5;6";1,x,3,2,4,1;B,B,D#,G#,B
B;6;"1;3;5;6";x,1,4,x,x,x;B,G#
B;6;"1;3;5;6";x,x,1,1,1,1;F#,B,D#,G#
B;7(#5);"1;3;#5;b7";x,0,1,0,0,4;A,D#,F##,B,F##
B;7(#5);"1;3;#5;b7";x,1,4,1,3,2;B,F##,A,D#,F##
B;7(#5);"1;3;#5;b7";1,x,1,2,3,1;B,A,D#,F##,B
B;7sus4;"1;4;5;b7";x,1,2,3,0,0;B,E,A,B,E
B;7sus4;"1;4;5;b7";x,1,3,1,4,1;B,F#,A,E,F#
B;7sus4;"1;4;5;b7";1,3,1,4,1,1;B,F#,A,E,F#,B
B;maj7;"1;3;5;7";x,1,3,2,4,1;B,F#,A#,D#,F#
B;maj7;"1;3;5;7";1,4,2,3,1,x;B,F#,A#,D#,F#
B;maj7;"1;3;5;7";x,x,4,3,2,1;B,D#,F#,A#
B;maj7;"1;3;5;7";x,1,3,2,4,x;B,F#,A#,D#
B;maj7;"1;3;5;7";1,x,3,4,2,x;B,A#,D#,F#
B;5;"1;5";1,3,x,x,x,x;B,F#
B;5;"1;5";x,1,3,4,x,x;B,F#,B
B;5;"1;5";x,1,3,x,x,x;B,F#
B;5;"1;5";x,1,3,4,0,x;B,F#,B,B
B;5;"1;5";1,3,4,x,x,x;B,F#,B
B;5;"1;5";1,1,3,x,x,x;F#,B,F#
B;5;"1;5";x,x,1,3,4,x;B,F#,B
B;5;"1;5";x,x,x,1,4,x;B,F#
B;7(#11);"1;3;5;b7;#11";2,x,3,4,1,x;B,A,D#,E#
B;m6;"1;b3;5;6";x,2,0,1,0,3;B,D,G#,B,F#
B;m6;"1;b3;5;6";x,1,x,3,2,4;B,B,D,G#
B;m6;"1;b3;5;6";1,x,3,1,4,1;B,B,D,G#,B
B;m6;"1;b3;5;6";x,1,2,1,3,x;G#,D,F#,B
B;7(b9);"1;3;5;b7;b9";x,2,1,3,1,x;B,D#,A,C
B;7(b9);"1;3;5;b7;b9";3,2,4,1,x,x;B,D#,A,C
B;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;B,A,D#,F#,B
B;7(b9);"1;3;5;b7;b9";x,2,1,3,1,4;B,D#,A,C,F#
B;7(b9);"1;3;5;b7;b9";1,x,2,3,x,4;B,A,D#,C
B;7(b9);"1;3;5;b7;b9";x,2,3,1,4,x;D#,A,C,F#
B;m9;"1;b3;5;b7;9";x,1,0,2,3,x;B,D,A,C#
B;m9;"1;b3;5;b7;9";3,1,4,2,x,x;B,D,A,C#
B;m9;"1;b3;5;b7;9";1,3,1,1,1,4;B,F#,A,D,F#,C#
B;sus4;"1;4;5";x,1,2,3,4,1;B,F#,B,E,F#
B;sus4;"1;4;5";x,x,1,1,2,4;F#,B,E,B
B;sus4;"1;4;5";1,1,3,4,1,1;B,E,B,E,F#,B
B;sus4;"1;4;5";x,1,3,3,4,x;B,F#,B,E
B;sus4;"1;4;5";x,1,3,4,0,0;B,F#,B,B,E
B;6/9;"1;3;5;6;9";x,2,1,1,3,4;B,D#,G#,C#,F#
B;6/9;"1;3;5;6;9";2,1,1,1,3,4;B,D#,G#,C#,F#,B
B;6/9;"1;3;5;6;9";x,x,2,1,3,4;B,D#,G#,C#
C;9(#5);"1;3;#5;b7;9";x,x,1,2,3,4;Bb,E,G#,D
C;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;C,E,Bb,D,A
C;13;"1;3;5;b7;9;11;13";3,x,4,2,1,1;C,Bb,D,E,A
C;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;C,Bb,E,A,D
C;13;"1;3;5;b7;9;11;13";1,x,2,3,4,x;C,Bb,E,A
C;13;"1;3;5;b7;9;11;13";1,3,1,2,4,1;C,G,Bb,E,A,C
C;13;"1;3;5;b7;9;11;13";x,x,1,2,2,4;E,Bb,D,A
C;13;"1;3;5;b7;9;11;13";x,1,x,1,1,4;C,Bb,D,A
C;13;"1;3;5;b7;9;11;13";1,x,1,2,3,1;C,Bb,E,A,C
C;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;C,E,Bb,D#
C;7(#9);"1;3;5;b7;#9";2,1,3,3,3,x;C,E,Bb,D#,G
C;7(#9);"1;3;5;b7;#9";1,3,1,2,1,4;C,G,Bb,E,G,D#
C;9;"1;3;5;b7;9";x,2,1,3,4,x;C,E,Bb,D
C;9;"1;3;5;b7;9";x,1,3,2,4,x;E,Bb,D,G
C;9;"1;3;5;b7;9";x,x,2,1,3,4;Bb,D,G,C
C;9;"1;3;5;b7;9";x,2,1,3,3,3;C,E,Bb,D,G
C;9;"1;3;5;b7;9";x,2,1,3,3,3;C,E,Bb,D,G
C;9;"1;3;5;b7;9";x,x,1,3,2,1;C,G,Bb,D
C;9;"1;3;5;b7;9";2,x,1,3,3,3;G,E,Bb,D,G
C;9;"1;3;5;b7;9";2,1,3,1,4,x;C,E,Bb,D,G
C;9;"1;3;5;b7;9";x,x,2,1,4,3;C,E,Bb,D
C;9b5;"1;3;b5;b7;9";1,2,1,3,4,1;Gb,C,E,Bb,D,Gb
C;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;C,E,Bb,D,Gb,C
C;9b5;"1;3;b5;b7;9";x,x,1,2,3,1;C,Gb,Bb,D
C;maj13;"1;3;5;7;9;11;13";1,x,2,3,4,x;C,B,E,A
C;maj13;"1;3;5;7;9;11;13";1,x,2,3,4,4;C,B,E,A,D
C;maj13;"1;3;5;7;9;11;13";x,1,3,2,1,4;C,G,B,D,A
C;maj13;"1;3;5;7;9;11;13";x,1,4,2,1,x;C,A,B,D
C;maj13;"1;3;5;7;9;11;13";x,1,x,2,3,4;C,B,E,A
C;maj13;"1;3;5;7;9;11;13";1,1,3,2,1,4;G,C,G,B,D,A
C;7;"1;3;5;b7";x,3,2,4,1,0;C,E,Bb,C,E
C;7;"1;3;5;b7";x,1,3,1,4,1;C,G,Bb,E,G
C;7;"1;3;5;b7";1,3,1,2,4,1;C,G,Bb,E,Bb,C
C;7;"1;3;5;b7";x,x,1,1,1,3;G,C,E,Bb
C;7;"1;3;5;b7";x,2,1,3,x,x;C,E,Bb
C;7;"1;3;5;b7";x,x,3,2,4,1;C,E,Bb,C
C;7;"1;3;5;b7";1,3,1,2,1,1;C,G,Bb,E,G,C
C;7;"1;3;5;b7";1,x,2,4,3,x;C,Bb,E,G
C;7;"1;3;5;b7";x,x,1,3,2,4;C,G,Bb,E
C;7;"1;3;5;b7";x,x,3,4,2,1;E,Bb,C,E
C;7;"1;3;5;b7";x,2,1,3,x,4;C,E,Bb,G
C;7;"1;3;5;b7";2,x,1,3,x,x;G,E,Bb
C;7;"1;3;5;b7";4,3,1,1,1,2;C,E,G,C,E,Bb
C;7;"1;3;5;b7";x,3,2,4,1,x;C,E,Bb,C
C;7;"1;3;5;b7";x,x,3,1,4,1;G,Bb,E,G
C;7;"1;3;5;b7";x,x,2,3,1,4;E,Bb,C,G
C;7;"1;3;5;b7";x,3,2,4,1,x;C,E,Bb,C
C;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;Gb,C,Eb,Bbb
C;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Eb,Bbb,C,Gb
C;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;C,Gb,Bbb,Eb
C;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;C,Gb,Bbb,Eb
C;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Eb,Bbb,C,Gb
C;dim7;"1;b3;b5;bb7";x,x,x,2,1,3;Gb,Bbb,Eb
C;dim7;"1;b3;b5;bb7";3,x,1,4,2,x;Gb,Eb,Bbb,C
C;dim7;"1;b3;b5;bb7";3,x,1,4,2,x;Bbb,Gb,C,Eb
C;dim7;"1;b3;b5;bb7";3,x,1,4,2,x;C,Bbb,Eb,Gb
C;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Gb,C,Eb,Bbb
C;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Bbb,Eb,Gb,C
C;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Gb,C,Eb,Bbb
C;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Bbb,Eb,Gb,C
C;dim7;"1;b3;b5;bb7";3,x,1,4,2,x;Eb,C,Gb,Bbb
C;dim7;"1;b3;b5;bb7";x,3,1,2,x,x;C,Eb,Bbb
C;dim7;"1;b3;b5;bb7";2,x,1,3,x,x;C,Bbb,Eb
C;aug;"1;3;#5";x,3,2,1,1,x;C,E,G#,C
C;aug;"1;3;#5";4,3,2,1,x,x;G#,C,E,G#
C;aug;"1;3;#5";x,x,4,2,3,1;C,E,G#,C
C;maj;"1;3;5";0,3,2,0,1,0;E,C,E,G,C,E
C;maj;"1;3;5";x,1,3,3,3,x;C,G,C,E
C;maj;"1;3;5";1,3,4,2,1,1;C,G,C,E,G,C
C;maj;"1;3;5";x,3,2,0,1,0;C,E,G,C,E
C;maj;"1;3;5";x,x,x,0,1,0;G,C,E
C;maj;"1;3;5";x,1,3,3,3,1;C,G,C,E,G
C;maj;"1;3;5";x,1,2,3,4,0;C,G,C,E,E
C;maj;"1;3;5";3,4,2,0,1,0;G,C,E,G,C,E
C;maj;"1;3;5";2,x,x,3,x,x;C,E
C;maj;"1;3;5";x,3,2,0,1,x;C,E,G,C
C;maj;"1;3;5";x,x,1,1,1,4;G,C,E,C
C;maj;"1;3;5";x,x,x,3,4,1;C,E,G
C;maj;"1;3;5";x,x,1,1,1,x;G,C,E
C;maj;"1;3;5";x,2,1,x,x,x;C,E
C;maj;"1;3;5";x,x,3,2,1,1;C,E,G,C
C;maj;"1;3;5";x,3,2,0,1,4;C,E,G,C,G
C;maj;"1;3;5";x,1,x,0,4,x;C,G,E
C;maj;"1;3;5";3,x,2,0,1,0;G,E,G,C,E
C;11;"1;3;5;b7;9;11";x,1,1,1,1,1;C,F,Bb,D,G
C;11;"1;3;5;b7;9;11";3,x,4,2,1,1;C,Bb,D,F,Bb
C;11;"1;3;5;b7;9;11";x,x,1,1,2,1;C,F,Bb,D
C;maj9;"1;3;5;7;9";x,2,1,4,3,x;C,E,B,D
C;maj9;"1;3;5;7;9";2,1,3,1,x,x;C,E,B,D
C;maj9;"1;3;5;7;9";x,x,4,1,2,1;C,D,G,B
C;maj9;"1;3;5;7;9";x,1,4,3,2,0;C,G,B,D,E
C;maj9;"1;3;5;7;9";x,1,0,3,2,0;C,D,B,D,E
C;maj9;"1;3;5;7;9";x,3,0,0,0,0;C,D,G,B,E
C;maj9;"1;3;5;7;9";x,x,1,3,2,2;E,B,D,G
C;maj9;"1;3;5;7;9";x,x,2,3,1,4;B,E,G,D
C;maj9;"1;3;5;7;9";x,2,0,0,1,0;B,D,G,C,E
C;maj9;"1;3;5;7;9";2,x,4,1,3,x;C,B,D,G
C;maj9;"1;3;5;7;9";x,x,2,1,4,3;C,E,B,D
C;sus2;"1;2;5";x,1,3,4,1,1;C,G,C,D,G
C;sus2;"1;2;5";x,2,x,0,3,4;C,G,D,G
C;sus2;"1;2;5";x,2,0,0,3,4;C,D,G,D,G
C;m11;"1;b3;5;b7;9;11";2,x,3,4,1,x;C,Bb,Eb,F
C;m11;"1;b3;5;b7;9;11";x,2,1,3,4,1;C,Eb,Bb,D,F
C;m11;"1;b3;5;b7;9;11";2,x,3,4,1,1;C,Bb,Eb,F,Bb
C;m11;"1;b3;5;b7;9;11";x,2,1,3,4,1;C,Eb,Bb,Eb,F
C;m11;"1;b3;5;b7;9;11";x,1,1,1,2,1;C,F,Bb,Eb,G
C;m11;"1;b3;5;b7;9;11";x,1,1,1,1,1;C,F,Bb,D,G
C;m11;"1;b3;5;b7;9;11";x,x,3,4,1,x;Bb,Eb,F
C;m11;"1;b3;5;b7;9;11";x,x,1,3,1,1;Eb,Bb,C,F
C;add9;"1;3;5;9";x,2,1,0,3,4;C,E,G,D,G
C;add9;"1;3;5;9";x,2,1,0,3,0;C,E,G,D,E
C;add9;"1;3;5;9";x,x,3,2,1,4;C,E,G,D
C;add9;"1;3;5;9";x,1,0,0,2,0;C,D,G,D,E
C;add9;"1;3;5;9";x,3,0,0,1,0;C,D,G,C,E
C;m7b5;"1;b3;b5;b7";x,1,3,2,4,x;C,Gb,Bb,Eb
C;m7b5;"1;b3;b5;b7";2,x,3,4,1,x;C,Bb,Eb,Gb
C;m7b5;"1;b3;b5;b7";1,2,1,1,x,x;C,Gb,Bb,Eb
C;m7b5;"1;b3;b5;b7";x,x,1,2,2,2;C,Gb,Bb,Eb
